test,time_window,time_leap,pattern,frequency,length,size
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01, 3127, 1, 2
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112, 452, 2, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110, 277, 2, 2
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011002, 63, 3, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011221, 58, 3, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011223, 23, 3, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100220, 19, 4, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122332, 12, 4, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122113, 11, 4, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100223, 9, 4, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112211331, 8, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110022003, 8, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011002200330, 7, 6, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122334, 6, 4, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110022332, 6, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112233443, 4, 5, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011223322442, 2, 6, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112233224, 2, 5, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112233003, 2, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122330, 2, 4, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011221133443, 2, 6, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112211334, 2, 5, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122113311441, 2, 7, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011221133114, 2, 6, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011221133003, 2, 6, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112211330, 2, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112200330, 2, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122003, 2, 4, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01122002, 2, 4, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011220, 2, 3, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011002211331, 2, 6, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110022113, 2, 5, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110022112, 2, 5, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100221, 2, 4, 3
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100220033443, 2, 7, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011002200334, 2, 6, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100220033113, 2, 7, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 011002200331, 2, 6, 4
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0110022003300440, 2, 8, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 01100220033004, 2, 7, 5
model_BARD_5000_50_2_10_30, 3600000, 3600000, 0112233445, 1, 5, 6
